operon_acc	operon_repacc	AgrA_repacc	AgrB_repacc	AgrC_repacc	CC	gp	fs
SRX146556	SRX145213	SRX145213	ERX062451	ERX062451	CC5	gp2	0
SRX146557	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146558	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146559	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146560	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146561	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146563	SRX145195	ERX015344	ERX062451	SRX145195	CC5	gp2	0
SRX146564	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX146565	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146566	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146567	SRX113230	ERX015344	ERX062451	SRX113230	CC5	gp2	0
SRX146568	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146569	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146570	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146571	SRX145215	SRX145215	ERX062451	ERX062451	CC5	gp2	0
SRX146572	SRX145230	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146573	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146575	ERX1285977	ERX015344	ERX015308	ERX047894	CC30	gp3	0
SRX146576	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146577	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX146578	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146579	ERX110856	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX146580	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146581	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146582	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146583	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146585	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146586	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146587	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146588	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX146589	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146590	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146591	SRX145234	NA	ERX062451	ERX062451	Other	gp2	1
SRX146592	SRX145231	ERX015878	ERX063815	SRX145231	Other	gp1	0
SRX146593	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146594	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146595	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146596	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1466260	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX146853	ERX087039	ERX015344	ERX063815	ERX015556	Other	gp1	0
SRX147940	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
SRX148209	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148215	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148216	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148218	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148219	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148220	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148221	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX148223	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148224	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148225	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148226	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148228	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148230	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148232	SRX004566	ERX015344	SRX004566	ERX062451	CC5	gp2	0
SRX148233	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148234	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148236	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148237	SRX148237	SRX148237	ERX062451	ERX062451	CC5	gp2	0
SRX148238	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX148239	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148240	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148242	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148243	SRX148243	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148244	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148247	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
SRX148250	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148252	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148253	SRX148253	ERX015344	ERX062451	SRX148253	CC5	gp2	0
SRX148254	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148255	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148257	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148258	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX148259	SRX148259	ERX015344	SRX148259	SRX148259	CC5	gp2	0
SRX148260	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX148261	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148266	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
SRX148268	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148270	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148272	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148273	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148274	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX148276	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148278	SRX148237	SRX148237	ERX062451	ERX062451	CC5	gp2	0
SRX148280	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148281	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148282	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX148285	ERX1785638	ERX015344	ERX1785638	ERX062451	CC5	gp2	1
SRX148289	SRX004566	ERX015344	SRX004566	ERX062451	CC5	gp2	0
SRX148442	ERX062422	ERX015344	ERX062422	ERX062422	Other	gp1	0
SRX1497252	ERX016585	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497253	ERX016585	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497254	ERX016585	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497255	ERX061485	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497256	ERX016585	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497257	ERX016585	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497258	ERX016585	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX1497259	SRX1497259	ERX015344	ERX062365	ERX1149974	Other	gp4	0
SRX1497262	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
SRX1497263	ERX063983	ERX015878	ERX015893	ERX062451	CC15	gp2	0
SRX1497264	SRX1497264	ERX015878	ERX063815	SRX1497264	Other	gp1	0
SRX1497265	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1497266	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1497267	ERX1033583	ERX015344	ERX1033583	ERX062422	Other	gp1	0
SRX149987	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX149995	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX149996	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX149998	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX150001	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150002	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150003	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150007	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150010	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150013	SRX148237	SRX148237	ERX062451	ERX062451	CC5	gp2	0
SRX150016	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150019	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150021	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX150023	SRX148259	ERX015344	SRX148259	SRX148259	CC5	gp2	0
SRX150024	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150025	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
SRX150026	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150030	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150031	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150034	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
SRX150036	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX150179	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150181	SRX148243	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150183	SRX150183	ERX015344	SRX150183	ERX062451	CC5	gp2	0
SRX150184	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX150185	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150186	ERX1785638	ERX015344	ERX1785638	ERX062451	CC5	gp2	1
SRX150794	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150795	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX150797	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152454	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX152455	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152456	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152457	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152458	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152459	SRX152459	ERX015344	SRX152459	ERX062451	CC5	gp2	1
SRX152460	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152461	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152462	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152463	SRX148237	SRX148237	ERX062451	ERX062451	CC5	gp2	0
SRX152464	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX152465	SRX152465	ERX015344	ERX062451	NA	CC5	gp2	1
SRX152466	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152467	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152468	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152469	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152470	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152471	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152472	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152473	SRX152473	ERX015344	ERX063815	NA	Other	gp1	1
SRX152474	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152475	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX152476	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152477	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152478	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152479	SRX152479	ERX015344	ERX015556	SRX152479	CC45	gp1	0
SRX152480	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152481	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152482	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152483	SRX152483	NA	ERX062451	ERX062451	CC5	gp2	0
SRX152484	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152485	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX152486	SRX152486	NA	ERX062451	ERX062451	CC5	gp2	1
SRX152487	ERX1048131	NA	ERX062451	ERX062451	CC5	gp2	1
SRX152488	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX152489	ERX2073635	ERX015878	SRX1884862	ERX062451	Other	gp2	1
SRX152490	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152491	SRX152491	ERX015344	ERX062451	SRX152491	CC5	gp2	0
SRX152492	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152493	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152494	SRX152494	SRX152494	ERX062451	ERX062451	CC5	gp2	0
SRX152495	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152496	SRX152496	ERX015344	ERX062451	NA	CC5	gp2	0
SRX152497	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX152498	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX152499	SRX152499	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152500	SRX152500	SRX152500	ERX062451	ERX062451	CC5	gp2	0
SRX152501	SRX152501	ERX015344	ERX062451	NA	CC5	gp2	1
SRX152502	SRX152499	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152503	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
SRX152504	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152505	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152506	SRX152506	ERX385341	ERX062451	ERX062451	CC5	gp2	0
SRX152507	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152508	ERX2003761	ERX015344	ERX062451	SRX1885077	CC5	gp2	0
SRX152509	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152510	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
SRX152511	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX152512	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152513	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152515	SRX152515	ERX015344	ERX062451	SRX152515	CC5	gp2	0
SRX152516	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX152517	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152518	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152519	ERX949980	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX152520	SRX152520	NA	ERX062451	ERX062451	CC5	gp2	1
SRX152521	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152522	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152713	SRX148253	ERX015344	ERX062451	SRX148253	CC5	gp2	0
SRX152714	SRX152714	ERX015344	ERX062451	SRX152714	CC5	gp2	0
SRX152715	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152716	SRX152716	ERX015344	ERX062451	ERX1859291	CC5	gp2	0
SRX152717	SRX152717	ERX015344	ERX062451	SRX152717	CC5	gp2	0
SRX152719	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152720	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152721	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX152722	SRX113230	ERX015344	ERX062451	SRX113230	CC5	gp2	0
SRX154821	SRX148253	ERX015344	ERX062451	SRX148253	CC5	gp2	0
SRX154822	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX154823	SRX152459	ERX015344	SRX152459	ERX062451	CC5	gp2	1
SRX154824	SRX148253	ERX015344	ERX062451	SRX148253	CC5	gp2	0
SRX155172	SRX152515	ERX015344	ERX062451	SRX152515	CC5	gp2	0
SRX155173	SRX152479	ERX015344	ERX015556	SRX152479	CC45	gp1	0
SRX155174	SRX152499	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155175	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX155176	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155177	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155178	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155179	SRX152465	ERX015344	ERX062451	NA	CC5	gp2	1
SRX155180	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155181	SRX152483	NA	ERX062451	ERX062451	CC5	gp2	0
SRX155182	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155183	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155184	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155185	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX155186	SRX152494	SRX152494	ERX062451	ERX062451	CC5	gp2	0
SRX155187	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155188	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155189	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155337	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155338	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155339	SRX152506	ERX385341	ERX062451	ERX062451	CC5	gp2	0
SRX155340	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX155341	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155342	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155343	ERX949980	ERX015878	ERX063815	ERX015556	Other	gp1	0
SRX155344	SRX152486	NA	ERX062451	ERX062451	CC5	gp2	1
SRX155345	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155346	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX155347	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155348	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX155349	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX155350	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155351	SRX152501	ERX015344	ERX062451	NA	CC5	gp2	1
SRX155352	ERX1048131	NA	ERX062451	ERX062451	CC5	gp2	1
SRX155353	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX155354	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158234	SRX152499	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158235	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158236	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158237	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158238	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158239	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158240	ERX062451	ERX015344	ERX062451	ERX062451	Other	gp2	0
SRX158241	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158242	SRX152520	NA	ERX062451	ERX062451	CC5	gp2	1
SRX158243	ERX2073635	ERX015878	SRX1884862	ERX062451	Other	gp2	1
SRX158244	ERX2003761	ERX015344	ERX062451	SRX1885077	CC5	gp2	0
SRX158245	SRX152473	ERX015344	ERX063815	NA	Other	gp1	1
SRX158246	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158248	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158249	SRX148237	SRX148237	ERX062451	ERX062451	CC5	gp2	0
SRX158250	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158251	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158252	SRX148253	ERX015344	ERX062451	SRX148253	CC5	gp2	0
SRX158253	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158254	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158255	SRX152496	ERX015344	ERX062451	NA	CC5	gp2	0
SRX158256	SRX113230	ERX015344	ERX062451	SRX113230	CC5	gp2	0
SRX158257	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158258	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158259	SRX152717	ERX015344	ERX062451	SRX152717	CC5	gp2	0
SRX158261	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158262	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158263	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX158264	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158265	SRX152714	ERX015344	ERX062451	SRX152714	CC5	gp2	0
SRX158266	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158267	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158268	SRX152500	SRX152500	ERX062451	ERX062451	CC5	gp2	0
SRX158269	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158270	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158271	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158272	ERX001214	ERX015344	ERX063815	ERX001214	CC8	gp1	0
SRX158273	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX158274	SRX152491	ERX015344	ERX062451	SRX152491	CC5	gp2	0
SRX158275	SRX152716	ERX015344	ERX062451	ERX1859291	CC5	gp2	0
SRX158276	ERX015308	ERX015344	ERX015308	ERX015308	CC30	gp3	0
SRX1584503	SRX1584503	ERX015344	ERX063815	ERX001214	CC8	gp1	0
SRX1586352	ERX015556	ERX015344	ERX015556	ERX015556	CC45	gp1	0
SRX159199	ERX178869	ERX015344	ERX015344	NA	CC22	gp1	1
SRX160064	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160065	SRX004566	ERX015344	SRX004566	ERX062451	CC5	gp2	0
SRX160357	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160358	ERX513864	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160359	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160360	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160361	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160362	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160363	ERX1785638	ERX015344	ERX1785638	ERX062451	CC5	gp2	1
SRX160364	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160365	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX160366	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160367	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160368	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160369	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160370	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160371	ERX1114453	ERX015344	ERX062451	ERX1114453	CC5	gp2	1
SRX160372	ERX001214	ERX015344	ERX063815	ERX001214	Other	gp1	0
SRX160373	SRX004566	ERX015344	SRX004566	ERX062451	CC5	gp2	0
SRX160374	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160375	SRX148253	ERX015344	ERX062451	SRX148253	CC5	gp2	0
SRX160376	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160377	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160378	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160379	SRX148237	SRX148237	ERX062451	ERX062451	CC5	gp2	0
SRX160380	SRX148243	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160381	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160382	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160383	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX160384	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX1605469	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605470	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1605471	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1605472	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1605473	SRX1605473	ERX015344	ERX015893	ERX1711397	Other	gp2	0
SRX1605475	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605476	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605477	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605478	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605479	ERX062451	ERX015344	ERX062451	ERX062451	CC5	gp2	0
SRX1605480	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605481	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605482	ERX110879	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605483	ERX110879	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605484	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605485	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1605487	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1605488	ERX1033534	ERX015344	ERX1033534	ERX1033534	CC398	gp1	0
SRX1605490	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605491	ERX015893	ERX015344	ERX015893	ERX062451	CC5	gp2	0
SRX1605492	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605493	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
SRX1605494	ERX063815	ERX015344	ERX063815	ERX063815	CC8	gp1	0
